date,category,title,article_count,clean_title,keywords
2025-01-22,total,"배민, 내달 26일부터 수수료 최대 7.8% 인하",30,배민 내달 26일부터 수수료 최대 7 8 인하,"['수수료', '인하']"
2025-01-22,total,"헌재 ""문형배 대행, 이재명 모친상 안 가"" 반박",30,헌재 문형배 대행 이재명 모친상 안 가 반박,"['헌재', '대행', '이재명', '모친상']"
2025-01-22,total,"김병환 금융위원장 ""은행 대출금리 내릴 때 됐다""",28,김병환 금융위원장 은행 대출금리 내릴 때 됐다,"['김병화', '대출']"
2025-01-22,total,판사 대상 흉악범죄 예고글 등 3명 검거…55건 수사,27,판사 대상 흉악범죄 예고글 등 3명 검거 55건 수사,"['판사', '흉악', '범죄', '고글', '검거']"
2025-01-21,total,"윤석열 대통령, 탄핵심판 3차 변론 위해 헌재 도착",172,윤석열 대통령 탄핵심판 3차 변론 위해 헌재 도착,"['윤석열', '대통령', '탄핵', '심판', '변론', '헌재', '도착']"
2025-01-21,total,멜라니아 취임식 패션 화제…디자이너에 '눈길',101,멜라니아 취임식 패션 화제 디자이너에 눈길,"['멜라', '니아', '취임식', '패션', '디자이너', '눈길']"
2025-01-21,total,최상목 “이른 시일 내 트럼프 대통령과 통화 추진”,90,최상목 이른 시일 내 트럼프 대통령과 통화 추진,"['시일', '트럼프', '대통령', '통화']"
2025-01-21,total,"공수처 ""尹 헌재 출석으로 오전 강제구인 어려워""",87,공수처 헌재 출석으로 오전 강제구인 어려워,"['공수', '헌재', '강제', '구인']"
2025-01-21,total,"트럼프 ""김정은은 '핵보유국'…내 귀환 반길 것""",69,트럼프 김정은은 핵보유국 내 귀환 반길 것,"['트럼프', '김정은', '핵보유국', '귀환']"
2025-01-21,total,"트럼프, 파리 기후변화협정 '재탈퇴'",63,트럼프 파리 기후변화협정 재탈퇴,"['트럼프', '파리', '기후', '변화', '협정', '탈퇴']"
2025-01-21,total,"檢, 서부지법 난입 46명 전원에 구속영장 청구",57,서부지법 난입 46명 전원에 구속영장 청구,"['서부', '지법', '난입', '전원', '구속영장', '청구']"
2025-01-21,total,"崔대행, TV수신료 통합징수 등 3개 법안 거부권 행사",51,대행 TV수신료 통합징수 등 3개 법안 거부권 행사,"['대행', '수신료', '통합', '징수', '거부권', 'TV']"
2025-01-21,total,"임종석 “이재명만 바라보는 민주당, 지금 괜찮냐”",45,임종석 이재명만 바라보는 민주당 지금 괜찮냐,"['임종석', '이재명', '민주당']"
2025-01-21,total,코스피 상장 유지조건 대폭 상향,42,코스피 상장 유지조건 대폭 상향,"['코스', '상장', '조건', '상향']"
2025-01-20,total,"공수처 ""윤 대통령 강제구인 유력 검토""",111,공수처 윤 대통령 강제구인 유력 검토,"['공수', '대통령', '강제', '구인']"
2025-01-20,total,서부지법 사태로 체포된 90명 중 66명 구속영장,97,서부지법 사태로 체포된 90명 중 66명 구속영장,"['서부', '지법', '구속영장']"
2025-01-20,total,법원 난동에 음모론 재생산한 국민의힘,95,법원 난동에 음모론 재생산한 국민의힘,"['난동', '음모론', '재생산']"
2025-01-20,total,"헌재 ""이진숙 탄핵 사건 선고, 23일 결과 나온다""",74,헌재 이진숙 탄핵 사건 선고 23일 결과 나온다,"['헌재', '이진숙', '탄핵']"
2025-01-20,total,"경찰, ‘삼청동 대통령 안가’ 압수수색 다시 시도",73,경찰 삼청동 대통령 안가 압수수색 다시 시도,"['삼청동', '대통령', '시도']"
2025-01-20,total,"오세훈 ""트럼프 시대, 변화를 기회로 만들어야""",73,오세훈 트럼프 시대 변화를 기회로 만들어야,"['오세훈', '트럼프', '변화', '기회']"
2025-01-20,total,"박찬대 ""서부지법 폭동 배후·선동세력까지 발본색원해야""",61,박찬대 서부지법 폭동 배후 선동세력까지 발본색원해야,"['박찬', '서부', '지법', '폭동', '배후', '선동', '세력', '발본색원']"
2025-01-20,total,"최상목 ""미 신정부 집권 초기, 한국 경제 골든타임""",53,최상목 미 신정부 집권 초기 한국 경제 골든타임,"['집권', '초기', '골든타임']"
2025-01-20,total,국힘 46.5% vs 민주 39.0%…與野 지지율 역전,43,국힘 46 5 vs 민주 39 0 지지율 역전,"['민주', '역전', 'VS']"
2025-01-20,total,스타벅스 음료가격 인상한다…아메리카노 4700원,41,스타벅스 음료가격 인상한다 아메리카노 4700원,"['스타벅스', '음료', '인상', '아메리카노']"
2025-01-31,total,"블룸버그 ""삼성전자, 엔비디아 HBM3E 8단 승인""",117,블룸버그 삼성전자 엔비디아 HBM3E 8단 승인,"['블룸버그', '삼성전자', '엔비디아', 'HBM']"
2025-01-31,total,"정진석 등 대통령실 참모들, 오늘 윤 대통령 접견",86,정진석 등 대통령실 참모들 오늘 윤 대통령 접견,"['정진석', '대통령', '참모']"
2025-01-31,total,"최상목 권한대행, 7번째 거부권 행사 초읽기",81,최상목 권한대행 7번째 거부권 행사 초읽기,"['대행', '거부권', '초읽기']"
2025-01-31,total,"헌재 “재판관 SNS, 탄핵과 어떤 연관인지 의문”",65,헌재 재판관 SNS 탄핵과 어떤 연관인지 의문,"['헌재', '재판관', '탄핵', '연관', '인지', '의문', 'SNS']"
2025-01-31,total,美추락 여객기에 한국계 ‘피겨 유망주’ 2명 탑승,56,추락 여객기에 한국계 피겨 유망주 2명 탑승,"['추락', '여객기', '피겨', '유망주', '탑승']"
2025-01-31,total,"트럼프 ""'탈달러' 100% 관세""…브릭스에 경고",54,트럼프 탈달러 100 관세 브릭스에 경고,"['트럼프', '관세', '브릭스', '경고']"
2025-01-31,total,"영풍·MBK, 고려아연·최윤범 회장 공정위 신고",37,영풍 MBK 고려아연 최윤범 회장 공정위 신고,"['영풍', '고려아연', '최윤', '공정위', 'MBK']"
2025-01-31,total,이재명 “추경 집행한다면 민생지원금 포기 가능”,33,이재명 추경 집행한다면 민생지원금 포기 가능,"['이재명', '추경', '민생', '지원금']"
2025-01-31,total,윤 대통령 내란사건 31일 재판부 배당,29,윤 대통령 내란사건 31일 재판부 배당,"['대통령', '내란', '재판부']"
2025-01-31,total,"수원시, 중소기업 AI 무역청 이용 기업 모집",28,수원시 중소기업 AI 무역청 이용 기업 모집,"['수원시', '이용', '모집', 'AI']"
2025-01-30,total,"미 워싱턴에서 여객기·헬기 충돌...""60여 명 탑승""",100,미 워싱턴에서 여객기 헬기 충돌 60여 명 탑승,"['워싱턴', '여객기', '헬기', '충돌', '탑승']"
2025-01-30,total,"민주 김민석 ""중도층, 윤 파면·민주 정권교체 우세""",38,민주 김민석 중도층 윤 파면 민주 정권교체 우세,"['민주', '김민석', '중도', '파면', '정권', '교체', '우세']"
2025-01-30,total,"최상목 ""美정책 불확실성 여전…24시간 시장 점검""",28,최상목 정책 불확실성 여전 24시간 시장 점검,"['불확실성', '시간']"
2025-01-30,total,"기준금리 동결에 트럼프 ""연준, 인플레 대응 실패""",26,기준금리 동결에 트럼프 연준 인플레 대응 실패,"['동결', '트럼프', '연준', '인플레']"
2025-01-30,total,`서민 외식 메뉴` 자장면의 배신…10년새 65% 껑충,22,서민 외식 메뉴 자장면의 배신 10년새 65 껑충,"['서민', '외식', '메뉴', '자장면', '배신', '10년']"
2025-01-30,total,"崔대행, 내란 특검법 또 거부할까…내일 국무회의서 결단",22,대행 내란 특검법 또 거부할까 내일 국무회의서 결단,"['대행', '내란', '특검', '거부', '국무회의', '결단']"
2025-01-30,total,설날 노모 때려 살해한 60대 남성 구속영장,21,설날 노모 때려 살해한 60대 남성 구속영장,"['노모', '때려', '살해', '남성', '구속영장']"
2025-01-30,total,오요안나 죽음에 안철수도 분노…“MBC가 2차 가해”,20,오요안나 죽음에 안철수도 분노 MBC가 2차 가해,"['안나', '죽음', '안철수', '분노', 'MBC']"
2025-01-30,total,공개매수 계획 빼돌려 수십억 챙긴 직원들 검찰고발,19,공개매수 계획 빼돌려 수십억 챙긴 직원들 검찰고발,"['공개매수', '직원']"
2025-01-30,total,딥시크 쇼크에...이복현 “주식시장 변동성 커질 수도”,19,딥시크 쇼크에 이복현 주식시장 변동성 커질 수도,"['쇼크', '이복']"
2025-01-29,total,"崔대행 ""에어부산 여객기 화재사고, 철저한 조사해야""",83,대행 에어부산 여객기 화재사고 철저한 조사해야,"['대행', '에어부산', '여객기', '화재']"
2025-01-29,total,"백악관 “트럼프, 완전한 북한 비핵화 추구할 것”",37,백악관 트럼프 완전한 북한 비핵화 추구할 것,"['백악관', '트럼프', '완전', '북한', '비핵화', '추구']"
2025-01-29,total,"김경수, 이재명 겨냥 “정당 사유화, 아픈 이름”",25,김경수 이재명 겨냥 정당 사유화 아픈 이름,"['김경수', '이재명', '겨냥', '사유', '이름']"
2025-01-29,total,설날에 치매 80대 노모 때려 숨지게 한 아들 검거,21,설날에 치매 80대 노모 때려 숨지게 한 아들 검거,"['치매', '노모', '때려', '아들', '검거']"
2025-01-29,total,“가련한 처지”… 북한 ‘尹 구속기소’ 나흘 만에 보도,20,가련한 처지 북한 구속기소 나흘 만에 보도,"['처지', '북한']"
2025-01-29,total,2호선 신당역 외부화재 연기 유입…무정차 통과,19,2호선 신당역 외부화재 연기 유입 무정차 통과,"['2호선', '신당역', '외부', '화재', '연기', '유입', '무정', '통과']"
2025-01-29,total,"중국 관영지 ""딥시크, 中 통제 실패 증거""",18,중국 관영지 딥시크 통제 실패 증거,"['중국', '영지', '통제', '증거']"
2025-01-29,total,대설특보 전국 해제…위기경보 ‘관심’으로 하향,16,대설특보 전국 해제 위기경보 관심 으로 하향,"['대설', '특보', '해제', '위기', '경보', '하향']"
2025-01-29,total,"박지원 “尹, 영부인 걱정일랑 마세요…금세 갈 것”",16,박지원 영부인 걱정일랑 마세요 금세 갈 것,"['박지원', '영부인', '걱정']"
2025-01-29,total,"""부채춤은 중국 전통 춤""인니 설행사 오류, 왜 이러나",14,부채춤은 중국 전통 춤 인니 설행사 오류 왜 이러나,"['부채춤', '중국', '전통']"
2025-01-28,total,"트럼프, 관세 부과 방침 재확인…반도체·의약품 등 언급",51,트럼프 관세 부과 방침 재확인 반도체 의약품 등 언급,"['트럼프', '관세', '재확인', '반도체', '의약품']"
2025-01-28,total,일본도 '딥시크 쇼크'… 닛케이지수 1.39% 하락,38,일본도 딥시크 쇼크 닛케이지수 1 39 하락,"['일본', '쇼크']"
2025-01-28,total,"尹, 설 메시지 ""나라 앞날 걱정…김건희 건강도 걱정""",37,설 메시지 나라 앞날 걱정 김건희 건강도 걱정,"['메시지', '나라', '앞날', '걱정', '김건희', '건강']"
2025-01-28,total,"여, 이재명 명절 메시지에 “재판부터 받길” 비판",27,여 이재명 명절 메시지에 재판부터 받길 비판,"['이재명', '메시지']"
2025-01-28,total,문재인 별세 강제동원 이춘식 나라 ,19,문재인 별세 강제동원 이춘식 나라,"['문재인', '별세', '강제', '동원', '이춘식', '나라']"
2025-01-28,total,연휴 뒤 ‘헌재의 시간’에 與 “편향성 우려” 공세,17,연휴 뒤 헌재의 시간 에 편향성 우려 공세,"['헌재', '시간', '편향', '공세']"
2025-01-28,total,"여야, 폭설에 ""정부, 사고 예방에 만전 기해달라""",15,여야 폭설에 정부 사고 예방에 만전 기해달라,"['폭설', '만전', '기해', '달라']"
2025-01-28,total,인천 전역 대설주의보 해제… 취약도로 제설작업 지속,14,인천 전역 대설주의보 해제 취약도로 제설작업 지속,"['인천', '전역', '대설주의보', '해제', '도로', '제설', '작업']"
2025-01-28,total,현역병 체중 20대 감량 징역형 ,13,현역병 체중 20대 감량 징역형,"['역병', '체중', '20대', '감량', '징역형']"
2025-01-28,total,억대 수입차 판매 감소…경기 침체 등 영향,12,억대 수입차 판매 감소 경기 침체 등 영향,['경기']
2025-01-27,total,"尹측 “검찰 기소, 공수처 수사 불법의 연장”",89,측 검찰 기소 공수처 수사 불법의 연장,"['공수', '불법']"
2025-01-27,total,트럼프 “관세 50% 부과”…‘백기투항’한 콜롬비아,49,트럼프 관세 50 부과 백기투항 한 콜롬비아,"['트럼프', '관세', '백기', '투항', '콜롬비아']"
2025-01-27,total,하나금융 차기 회장에 함영주 내정…회추위 연임 추천,49,하나금융 차기 회장에 함영주 내정 회추위 연임 추천,"['차기', '함영주', '추위', '연임', '추천']"
2025-01-27,total,"홍준표 ""조기대선시 정권교체보다 권력교체가 더 와닿아""",32,홍준표 조기대선시 정권교체보다 권력교체가 더 와닿아,"['홍준표', '선시', '정권', '교체', '권력']"
2025-01-27,total,"외신, '尹 내란혐의 구속 기소' 신속 보도",28,외신 내란혐의 구속 기소 신속 보도,"['외신', '내란', '신속']"
2025-01-27,total,"문재인 ""어느 때보다 어려운 상황...하루빨리 정상화""",24,문재인 어느 때보다 어려운 상황 하루빨리 정상화,"['문재인', '정상']"
2025-01-27,total,"“제주항공 사고기, 활주로 2km 앞 블랙박스 정지”",21,제주항공 사고기 활주로 2km 앞 블랙박스 정지,"['제주항공', '사고기', '활주로', '블랙박스', '정지', 'KM']"
2025-01-27,total,내일까지 전국 많은 눈 예상···중대본도 가동,17,내일까지 전국 많은 눈 예상 중대본도 가동,"['중대', '가동']"
2025-01-27,total,"서부지법, “尹 영장판사 탄핵집회에…” 주장 신평 고발",17,서부지법 영장판사 탄핵집회에 주장 신평 고발,"['서부', '지법', '판사', '탄핵', '신평']"
2025-01-27,total,"""휴게소 들러 우동·돈가스 먹자""…결제하려다 화들짝",16,휴게소 들러 우동 돈가스 먹자 결제하려다 화들짝,"['휴게', '우동', '돈가스', '결제']"
2025-02-07,total,"경제성 없다는데 ""계속 파자""는 與…野는 ""사기극""",64,경제성 없다는데 계속 파자 는 는 사기극,"['파자', '사기']"
2025-02-07,total,고환율 못 버텨…커피·과자·아이스크림 값 줄줄이 오른다,55,고환율 못 버텨 커피 과자 아이스크림 값 줄줄이 오른다,"['커피', '과자', '아이스크림']"
